chr1	92230	116230
chr1	104370	128370
chr1	165240	189240
chr1	287890	311890
chr1	330240	354240
chr1	346420	370420
chr1	365610	389610
chr1	381460	405460
chr1	383980	407980
chr1	514640	538640
chr1	603480	627480
chr1	609060	633060
chr1	664110	688110
chr1	680500	704500
chr1	701640	725640
chr1	756000	780000
chr1	812180	836180
chr1	833580	857580
chr1	950560	974560
chr1	1080710	1104710
chr1	1140690	1164690
chr1	1242650	1266650
chr1	1283840	1307840
chr1	1285220	1309220
chr1	1480550	1504550
chr1	1527140	1551140
chr1	1545900	1569900
chr1	1620910	1644910
chr1	1742600	1766600
chr1	1783620	1807620
chr1	1803100	1827100
chr1	1872490	1896490
chr1	1937720	1961720
chr1	2027300	2051300
chr1	2041300	2065300
chr1	2073480	2097480
chr1	2126400	2150400
chr1	2134060	2158060
chr1	2144980	2168980
chr1	2150000	2174000
chr1	2265500	2289500
chr1	2306490	2330490
chr1	2309130	2333130
chr1	2313810	2337810
chr1	2340530	2364530
chr1	2375340	2399340
chr1	2511840	2535840
chr1	2566260	2590260
chr1	2576030	2600030
chr1	2652970	2676970
chr1	2735510	2759510
chr1	2819130	2843130
chr1	2927670	2951670
chr1	2988220	3012220
chr1	2994730	3018730
chr1	3008070	3032070
chr1	3112770	3136770
chr1	3190930	3214930
chr1	3239840	3263840
chr1	3324030	3348030
chr1	3344890	3368890
chr1	3666710	3690710
chr1	3711470	3735470
chr1	3743870	3767870
chr1	3795110	3819110
chr1	3818500	3842500
chr1	3834260	3858260
chr1	3894020	3918020
chr1	3962010	3986010
chr1	3995210	4019210
chr1	4088780	4112780
chr1	4351060	4375060
chr1	4480600	4504600
chr1	4504530	4528530
chr1	4525080	4549080
chr1	4632020	4656020
chr1	4669030	4693030
chr1	4671910	4695910
chr1	4680640	4704640
chr1	4741170	4765170
chr1	4795280	4819280
chr1	4865090	4889090
chr1	4895470	4919470
chr1	4988880	5012880
chr1	5012770	5036770
chr1	5053310	5077310
chr1	5218780	5242780
chr1	5475520	5499520
chr1	5496680	5520680
chr1	5511380	5535380
chr1	5661850	5685850
chr1	5688390	5712390
chr1	5713090	5737090
chr1	5908130	5932130
chr1	5917930	5941930
chr1	5964970	5988970
chr1	6070600	6094600
chr1	6196170	6220170
chr1	6246760	6270760
chr1	6249020	6273020
chr1	6382970	6406970
chr1	6389390	6413390
chr1	6428010	6452010
chr1	6448070	6472070
chr1	6510000	6534000
chr1	6733910	6757910
chr1	6780060	6804060
chr1	6787190	6811190
chr1	6943540	6967540
chr1	6979480	7003480
chr1	6989060	7013060
chr1	7014800	7038800
chr1	7027380	7051380
chr1	7089300	7113300
chr1	7172890	7196890
chr1	7307760	7331760
chr1	7366790	7390790
chr1	7424970	7448970
chr1	7520990	7544990
chr1	7579580	7603580
chr1	7664370	7688370
chr1	7689850	7713850
chr1	7714210	7738210
chr1	7765520	7789520
chr1	7783390	7807390
chr1	7851320	7875320
chr1	7969280	7993280
chr1	8011390	8035390
chr1	8031540	8055540
chr1	8133070	8157070
chr1	8149730	8173730
chr1	8154240	8178240
chr1	8204150	8228150
chr1	8315390	8339390
chr1	8324170	8348170
chr1	8381150	8405150
chr1	8406720	8430720
chr1	8492240	8516240
chr1	8558690	8582690
chr1	8588600	8612600
chr1	8701000	8725000
chr1	8751230	8775230
chr1	8753850	8777850
chr1	8808640	8832640
chr1	8884750	8908750
chr1	8972140	8996140
chr1	8983760	9007760
chr1	9009090	9033090
chr1	9011420	9035420
chr1	9047530	9071530
chr1	9118860	9142860
chr1	9137390	9161390
chr1	9172910	9196910
chr1	9291020	9315020
chr1	9305340	9329340
chr1	9307870	9331870
chr1	9340760	9364760
chr1	9391220	9415220
chr1	9483460	9507460
chr1	9486900	9510900
chr1	9502760	9526760
chr1	9513270	9537270
chr1	9530060	9554060
chr1	9604800	9628800
chr1	9611370	9635370
chr1	9613460	9637460
chr1	9686530	9710530
chr1	9712620	9736620
chr1	9795900	9819900
chr1	9834750	9858750
chr1	9844680	9868680
chr1	9931610	9955610
chr1	9974510	9998510
chr1	9980040	10004040
chr1	10001340	10025340
chr1	10006240	10030240
chr1	10074040	10098040
chr1	10125500	10149500
chr1	10268600	10292600
chr1	10317600	10341600
chr1	10321170	10345170
chr1	10383720	10407720
chr1	10645390	10669390
chr1	10667050	10691050
chr1	10717520	10741520
chr1	10724950	10748950
chr1	10737780	10761780
chr1	10765780	10789780
chr1	10767000	10791000
chr1	10840010	10864010
chr1	10858720	10882720
chr1	10889260	10913260
chr1	10972820	10996820
chr1	11161820	11185820
chr1	11212280	11236280
chr1	11280940	11304940
chr1	11281040	11305040
chr1	11357160	11381160
chr1	11379660	11403660
chr1	11393470	11417470
chr1	11440870	11464870
chr1	11559530	11583530
chr1	11595730	11619730
chr1	11908730	11932730
chr1	11961920	11985920
chr1	11966990	11990990
chr1	12004080	12028080
chr1	12025410	12049410
chr1	12234560	12258560
chr1	12359510	12383510
chr1	12386460	12410460
chr1	12401080	12425080
chr1	12713360	12737360
chr1	12729310	12753310
chr1	12807380	12831380
chr1	12891480	12915480
chr1	12892320	12916320
chr1	12955200	12979200
chr1	12996390	13020390
chr1	13005860	13029860
chr1	13064010	13088010
chr1	13066230	13090230
chr1	13162430	13186430
chr1	13177170	13201170
chr1	13272290	13296290
chr1	13286990	13310990
chr1	13339890	13363890
chr1	13396410	13420410
chr1	13403050	13427050
chr1	13419340	13443340
chr1	13434930	13458930
chr1	13455850	13479850
chr1	13492490	13516490
chr1	13494780	13518780
chr1	13503700	13527700
chr1	13573190	13597190
chr1	13583180	13607180
chr1	13609130	13633130
chr1	13612910	13636910
chr1	13786330	13810330
chr1	13802710	13826710
chr1	14074800	14098800
chr1	14103100	14127100
chr1	14155300	14179300
chr1	14158460	14182460
chr1	14231820	14255820
chr1	14236650	14260650
chr1	14285650	14309650
chr1	14306530	14330530
chr1	14357590	14381590
chr1	14443660	14467660
chr1	14558500	14582500
chr1	14780460	14804460
chr1	14869040	14893040
chr1	14991630	15015630
chr1	15024290	15048290
chr1	15027300	15051300
chr1	15041260	15065260
chr1	15101050	15125050
chr1	15102550	15126550
chr1	15167490	15191490
chr1	15345990	15369990
chr1	15358550	15382550
chr1	15426060	15450060
chr1	15431460	15455460
chr1	15503570	15527570
chr1	15595890	15619890
chr1	15596040	15620040
chr1	15715720	15739720
chr1	15726800	15750800
chr1	15750850	15774850
chr1	15908380	15932380
chr1	15996710	16020710
chr1	16072650	16096650
chr1	16077940	16101940
chr1	16282580	16306580
chr1	16307460	16331460
chr1	16417750	16441750
chr1	16501970	16525970
chr1	16504410	16528410
chr1	16583980	16607980
chr1	16684790	16708790
chr1	16806030	16830030
chr1	16829980	16853980
chr1	16963620	16987620
chr1	16990660	17014660
chr1	17065290	17089290
chr1	17079990	17103990
chr1	17107790	17131790
chr1	17129930	17153930
chr1	17164030	17188030
chr1	17210310	17234310
chr1	17231620	17255620
chr1	17330960	17354960
chr1	17333960	17357960
chr1	17367270	17391270
chr1	17401060	17425060
chr1	17411260	17435260
chr1	17480340	17504340
chr1	17494050	17518050
chr1	17524510	17548510
chr1	17594530	17618530
chr1	17628570	17652570
chr1	17643630	17667630
chr1	17644590	17668590
chr1	17719940	17743940
chr1	17728850	17752850
chr1	17739940	17763940
chr1	17781370	17805370
chr1	17781460	17805460
chr1	17794890	17818890
chr1	17999220	18023220
chr1	18055980	18079980
chr1	18085760	18109760
chr1	18158900	18182900
chr1	18183240	18207240
chr1	18382460	18406460
chr1	18388710	18412710
chr1	18446000	18470000
chr1	18463280	18487280
chr1	18489440	18513440
chr1	18609400	18633400
chr1	18699020	18723020
chr1	18714910	18738910
chr1	18747140	18771140
chr1	18778960	18802960
chr1	18842670	18866670
chr1	19026870	19050870
chr1	19062130	19086130
chr1	19134960	19158960
chr1	19149710	19173710
chr1	19202210	19226210
chr1	19264490	19288490
chr1	19289380	19313380
chr1	19313690	19337690
chr1	19368260	19392260
chr1	19449340	19473340
chr1	19463870	19487870
chr1	19510420	19534420
chr1	19524610	19548610
chr1	19560310	19584310
chr1	19656790	19680790
chr1	19737380	19761380
chr1	19830610	19854610
chr1	19843640	19867640
chr1	19885880	19909880
chr1	19987830	20011830
chr1	20128700	20152700
chr1	20134240	20158240
chr1	20381380	20405380
chr1	20535310	20559310
chr1	20584250	20608250
chr1	20611440	20635440
chr1	20717580	20741580
chr1	20730910	20754910
chr1	20832990	20856990
chr1	20883010	20907010
chr1	20959760	20983760
chr1	20999670	21023670
chr1	21040320	21064320
chr1	21080770	21104770
chr1	21114590	21138590
chr1	21152170	21176170
chr1	21229630	21253630
chr1	21305080	21329080
chr1	21344170	21368170
chr1	21394230	21418230
chr1	21499980	21523980
chr1	21500070	21524070
chr1	21558590	21582590
chr1	21794050	21818050
chr1	21863280	21887280
chr1	21949160	21973160
chr1	21977790	22001790
chr1	22025070	22049070
chr1	22120940	22144940
chr1	22147820	22171820
chr1	22230130	22254130
chr1	22434800	22458800
chr1	22437130	22461130
chr1	22544490	22568490
chr1	22603250	22627250
chr1	22635360	22659360
chr1	22861060	22885060
chr1	22944880	22968880
chr1	22957740	22981740
chr1	22990020	23014020
chr1	23017240	23041240
chr1	23071160	23095160
chr1	23102740	23126740
chr1	23109510	23133510
